STRUCTURE;STRUCTURE_ID;ACTION;FREQ;REF_AREA;INDICATOR;SEX;AGE;URBANISATION;UNIT_MEASURE;COMP_BREAKDOWN_1;COMP_BREAKDOWN_2;COMP_BREAKDOWN_3;TIME_PERIOD;OBS_VALUE;AGG_METHOD;UNIT_TYPE;DECIMALS;DATABASE_ID;TIME_FORMAT;UNIT_MULT;OBS_STATUS;OBS_CONF;FREQ_LABEL;REF_AREA_LABEL;INDICATOR_LABEL;SEX_LABEL;AGE_LABEL;URBANISATION_LABEL;UNIT_MEASURE_LABEL;COMP_BREAKDOWN_1_LABEL;COMP_BREAKDOWN_2_LABEL;COMP_BREAKDOWN_3_LABEL;AGG_METHOD_LABEL;UNIT_TYPE_LABEL;DECIMALS_LABEL;DATABASE_ID_LABEL;TIME_FORMAT_LABEL;UNIT_MULT_LABEL;OBS_STATUS_LABEL;OBS_CONF_LABEL
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;80192759054370300000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;550811334703899000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Lower middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MEA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;1712058131843050000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MNA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;150554852201224000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TMN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;149744543141022000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;14823419875037900000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;NAC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2009;1603530328448530000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;North America;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PLW;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;859037744140625;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Palau;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PAN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;16449363000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Panama;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PNG;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;37922452293950400000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Papua New Guinea;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PRY;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;341851302678982000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Paraguay;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PER;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;133728421238403000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Peru;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PHL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;336983176412725000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Philippines;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;POL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;119228014325507000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Poland;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PRT;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;3931831868100770000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Portugal;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;PRI;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;854900000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Puerto Rico;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;QAT;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;26098901098901100000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Qatar;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;ROU;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2015;7873070826905980000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Romania;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LCN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;3191969246090080000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LAC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2397159952856810000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TLA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;3156117742973780000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (IDA & IBRD);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LDC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;181679621231889000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Least developed countries: UN classification;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMY;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;22412468465487000000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low & middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;84617649335882200000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;750363012789892000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Lower middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MEA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2271664422375030000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MNA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2033814709832630000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TMN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2023918709456300000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2156858023688910000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;NAC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2199477074461070000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;North America;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;OED;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;765970412543675000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;OECD members;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MUS;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;283646377123646000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Mauritius;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MEX;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;256769865628982000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Mexico;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;FSM;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;555210231734093000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Micronesia, Fed. Sts.;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MDA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;3319676220971800000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Moldova;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MNG;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;2912450191423410000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Mongolia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MNE;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;1253958445280310000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Montenegro;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MAR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;5205504444626300000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Morocco;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MOZ;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;10297817470849600000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Mozambique;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MMR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;36968227817021200000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Myanmar;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;NAM;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;344189336941574000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Namibia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;NPL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;21173469387755100000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Nepal;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;NLD;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2001;966921637952757000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Netherlands;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;HIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;757442425337731000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;High income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IBD;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;25693594777031200000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IBRD only;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IBT;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;3135014199413060000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA & IBRD total;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDB;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;3053269909584700000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA blend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDX;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;2598483435255740000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA only;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;5652473717841800000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA total;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LTE;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;15287765099298100000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Late-demographic dividend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LCN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;3056653610030320000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LAC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;227151870750543000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TLA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;3020460803037780000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (IDA & IBRD);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LDC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;2342700545702550000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Least developed countries: UN classification;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMY;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2020;29312035479620500000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low & middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
